employee_id,age,gender,marital_status,department,job_role,education_level,years_at_company,years_in_role,monthly_salary,salary_hike_pct,job_satisfaction,work_life_balance,environment_satisfaction,overtime,business_travel,num_companies_worked,distance_from_home_km,performance_rating,training_hours_last_year,attrition
EMP0213,32,Male,Married,HR,HR Manager,Graduate,11,4,90032,23,3,4,2,No,Rarely,6,27,3,31,No
EMP0214,22,Female,Married,Finance,Finance Manager,Post-Graduate,14,2,124118,13,4,3,4,Yes,Frequently,5,35,3,70,No
EMP0215,35,Female,Single,Sales,Sales Lead,Graduate,4,2,83530,14,2,3,3,Yes,Rarely,7,11,4,2,No
EMP0216,42,Male,Divorced,HR,Talent Acquisition Specialist,Post-Graduate,6,2,77245,19,4,4,3,Yes,Rarely,7,49,2,8,No
EMP0217,49,Male,Single,Sales,Sales Executive,Graduate,10,3,108136,19,2,3,3,Yes,No Travel,5,51,4,24,Yes
EMP0218,53,Female,Single,Operations,Team Lead,Post-Graduate,6,3,66997,10,3,4,3,Yes,Rarely,0,51,3,44,No
EMP0219,41,Male,Single,Finance,Financial Analyst,Graduate,1,1,75058,24,3,4,1,Yes,Rarely,4,12,4,46,No
EMP0220,38,Female,Divorced,Sales,Business Development Manager,Graduate,13,6,113367,15,4,4,2,Yes,Frequently,6,60,3,7,Yes
EMP0221,37,Male,Married,Operations,Operations Analyst,Post-Graduate,15,3,87653,14,2,4,4,No,No Travel,5,5,3,32,No
EMP0222,36,Male,Single,Sales,Sales Executive,Graduate,3,3,72732,12,3,1,2,No,Rarely,4,54,4,29,No
EMP0223,22,Female,Married,Technology,Tech Lead,Graduate,13,4,179002,16,2,2,2,No,Rarely,1,33,4,29,No
EMP0224,49,Male,Divorced,Finance,Financial Analyst,Post-Graduate,8,6,108011,16,1,3,4,No,Rarely,5,58,3,41,No
EMP0225,31,Male,Single,Finance,Financial Analyst,Graduate,11,0,125810,22,4,1,4,No,Rarely,1,15,3,18,No
EMP0226,49,Male,Married,Operations,Process Associate,Post-Graduate,3,3,68211,14,3,3,4,No,Rarely,2,59,3,76,No
EMP0227,52,Female,Single,Sales,Business Development Manager,Graduate,1,1,77151,21,1,3,4,No,Rarely,2,23,2,62,No
EMP0228,29,Male,Married,Technology,DevOps Engineer,Graduate,1,1,101773,6,2,4,2,No,Rarely,5,29,3,33,No
EMP0229,37,Female,Divorced,Sales,Business Development Manager,Post-Graduate,9,5,102451,11,3,3,2,Yes,No Travel,5,7,1,23,Yes
EMP0230,35,Female,Married,HR,Talent Acquisition Specialist,Graduate,5,5,80723,8,2,1,2,No,Frequently,6,41,4,6,No
EMP0231,49,Male,Married,HR,HR Executive,Post-Graduate,2,2,66837,13,4,1,2,Yes,Rarely,6,14,3,65,No
EMP0232,22,Male,Married,Technology,Software Engineer,Graduate,11,0,169568,16,3,3,3,No,Rarely,3,57,2,2,No
EMP0233,46,Male,Single,Technology,Software Engineer,Post-Graduate,7,5,149072,21,1,3,2,No,No Travel,6,12,3,76,No
EMP0234,47,Female,Single,Finance,Accounts Executive,Post-Graduate,3,3,92126,19,3,2,4,No,Frequently,3,27,2,49,No
EMP0235,47,Female,Single,Technology,DevOps Engineer,Post-Graduate,7,4,147761,11,3,2,4,No,No Travel,7,46,4,78,No
EMP0236,38,Female,Married,Sales,Account Manager,Graduate,9,0,98906,17,4,3,3,Yes,Rarely,2,2,3,13,No
EMP0237,25,Female,Single,Sales,Sales Executive,Post-Graduate,12,4,124646,10,2,3,3,Yes,No Travel,2,43,2,2,Yes
EMP0238,45,Male,Married,Finance,Accounts Executive,Post-Graduate,0,0,66817,22,3,3,4,Yes,Frequently,7,13,4,60,Yes
EMP0239,26,Female,Single,HR,Talent Acquisition Specialist,Post-Graduate,9,5,91310,24,4,2,2,Yes,Rarely,7,17,4,30,No
EMP0240,30,Male,Divorced,Finance,Finance Manager,Post-Graduate,5,4,103066,7,2,1,2,Yes,Rarely,4,57,3,3,No
EMP0241,30,Male,Married,Operations,Process Associate,Post-Graduate,12,6,86505,19,2,1,2,No,Frequently,3,43,4,10,No
EMP0242,27,Male,Married,Sales,Account Manager,Graduate,8,2,101200,10,2,2,3,No,Rarely,4,18,4,0,No
EMP0243,58,Male,Single,HR,Talent Acquisition Specialist,Post-Graduate,3,2,66449,17,4,2,2,No,Rarely,3,9,3,46,No
EMP0244,25,Female,Single,HR,HR Manager,Post-Graduate,11,1,102589,4,2,3,2,No,Rarely,7,27,3,43,No
EMP0245,51,Male,Married,Sales,Business Development Manager,Post-Graduate,10,5,105629,23,3,3,3,No,No Travel,3,16,3,2,No
EMP0246,39,Male,Married,Sales,Account Manager,Post-Graduate,4,0,83141,10,2,4,3,No,No Travel,6,57,4,2,No
EMP0247,46,Female,Married,Operations,Process Associate,Graduate,0,0,57750,3,3,3,3,No,No Travel,7,31,3,7,No
EMP0248,51,Male,Married,Sales,Sales Executive,Graduate,7,3,95210,21,4,3,3,Yes,Rarely,7,10,3,18,No
EMP0249,56,Female,Married,Technology,DevOps Engineer,Graduate,1,1,108195,7,1,1,3,Yes,Rarely,6,26,3,13,Yes
EMP0250,51,Female,Married,Finance,Finance Manager,Graduate,6,5,94193,15,3,4,1,No,Rarely,7,15,3,11,No
EMP0251,46,Male,Single,Finance,Accounts Executive,Post-Graduate,3,3,94800,22,3,3,2,Yes,No Travel,4,23,3,74,No
EMP0252,27,Male,Single,Sales,Sales Lead,Post-Graduate,13,5,120525,3,3,1,2,No,No Travel,7,37,3,63,Yes
EMP0253,52,Male,Single,Finance,Financial Analyst,Graduate,4,1,98211,24,1,3,3,No,Frequently,7,39,3,76,No
EMP0254,52,Female,Divorced,Sales,Account Manager,Post-Graduate,8,6,104591,11,2,4,3,Yes,No Travel,3,12,4,55,Yes
EMP0255,30,Female,Married,Operations,Team Lead,Post-Graduate,4,4,63681,23,1,3,4,No,Rarely,1,24,2,8,No
EMP0256,38,Male,Single,Sales,Business Development Manager,Graduate,15,2,116186,22,3,3,3,No,Rarely,1,1,3,76,No
EMP0257,35,Female,Single,Sales,Sales Lead,Graduate,7,2,100012,23,2,3,2,No,Frequently,3,54,3,79,No
EMP0258,50,Male,Married,Technology,Tech Lead,Graduate,14,1,183714,5,1,2,2,No,No Travel,3,48,3,67,Yes
EMP0259,58,Female,Married,Sales,Business Development Manager,Graduate,7,6,91370,25,3,2,4,No,No Travel,7,9,4,43,No
EMP0260,33,Male,Single,Sales,Account Manager,Post-Graduate,14,1,126285,20,3,1,3,Yes,Frequently,7,43,3,23,No
EMP0261,37,Male,Married,Technology,DevOps Engineer,Doctorate,2,2,112452,10,1,2,3,Yes,Rarely,4,15,3,66,No
EMP0262,25,Male,Single,Technology,Tech Lead,Doctorate,7,4,144957,22,2,3,2,No,Rarely,4,39,4,73,No
EMP0263,48,Male,Single,Operations,Process Associate,Post-Graduate,12,1,92985,12,2,3,1,Yes,Rarely,0,16,2,11,No
EMP0264,40,Male,Married,Sales,Sales Lead,Post-Graduate,3,3,80563,23,4,3,2,Yes,No Travel,0,29,3,25,No
EMP0265,49,Male,Single,Sales,Account Manager,Graduate,12,3,117977,9,3,3,1,No,Rarely,1,25,4,67,No
EMP0266,39,Female,Married,Operations,Operations Analyst,Post-Graduate,12,0,83663,10,2,2,1,No,Frequently,4,21,3,68,No
EMP0267,57,Female,Married,Operations,Team Lead,Post-Graduate,13,0,97727,18,3,2,1,No,Frequently,3,54,3,32,No
EMP0268,48,Male,Single,Sales,Business Development Manager,Graduate,15,2,118667,14,4,2,3,No,Frequently,5,12,3,42,No
EMP0269,39,Male,Single,Operations,Operations Manager,Post-Graduate,10,6,86703,10,2,3,4,No,Frequently,1,41,3,1,Yes
EMP0270,23,Male,Married,Sales,Sales Lead,Graduate,8,2,100792,22,4,1,2,Yes,Rarely,4,30,3,45,Yes
EMP0271,46,Female,Married,Finance,Financial Analyst,Post-Graduate,7,2,111701,19,3,3,3,No,No Travel,2,36,4,0,No
EMP0272,55,Male,Married,Technology,DevOps Engineer,Graduate,8,5,160772,7,1,4,3,No,Frequently,5,39,3,47,No
EMP0273,42,Male,Married,Sales,Account Manager,Post-Graduate,9,1,110354,19,3,2,3,Yes,Frequently,5,51,3,47,No
EMP0274,22,Female,Married,Technology,QA Engineer,Graduate,8,0,154020,25,1,2,2,Yes,Rarely,6,32,3,75,No
EMP0275,33,Male,Married,Sales,Sales Executive,Graduate,9,6,106743,5,1,3,2,No,Rarely,3,58,3,9,No
EMP0276,58,Male,Married,Operations,Operations Manager,Post-Graduate,0,0,56334,8,3,3,3,Yes,Rarely,1,1,2,2,No
EMP0277,37,Male,Married,Operations,Operations Manager,Post-Graduate,7,5,73687,9,4,3,4,Yes,No Travel,4,30,3,60,No
EMP0278,45,Male,Single,Operations,Operations Analyst,Graduate,4,4,60855,12,2,3,3,No,Frequently,3,50,2,29,No
EMP0279,53,Male,Married,HR,HR Executive,Post-Graduate,15,4,103762,10,2,2,2,No,No Travel,2,23,3,53,Yes
EMP0280,58,Male,Single,HR,HR Manager,Graduate,14,2,93083,24,3,3,4,No,Rarely,4,21,1,68,No
EMP0281,25,Male,Married,Operations,Operations Analyst,Graduate,3,2,60353,19,3,3,4,Yes,No Travel,5,24,2,48,No
EMP0282,27,Female,Married,Technology,Tech Lead,Post-Graduate,4,4,118826,23,4,3,2,No,Rarely,6,16,3,72,No
EMP0283,35,Male,Single,Technology,DevOps Engineer,Graduate,5,3,129780,20,4,4,3,No,Frequently,5,6,3,71,No
EMP0284,52,Female,Married,Operations,Operations Manager,Graduate,6,5,62728,4,4,1,2,Yes,No Travel,3,60,3,51,No
EMP0285,46,Female,Married,HR,Talent Acquisition Specialist,Graduate,10,2,91304,18,4,2,3,No,Rarely,6,28,3,44,No
EMP0286,49,Male,Married,Sales,Sales Lead,Post-Graduate,6,6,96832,21,4,4,3,No,Rarely,0,56,3,48,No
EMP0287,31,Male,Single,Operations,Operations Manager,Post-Graduate,5,0,65241,17,2,2,2,No,Rarely,5,43,2,11,Yes
EMP0288,54,Male,Single,Finance,Senior Accountant,Graduate,2,2,84350,19,1,3,4,No,Frequently,7,23,3,74,No
EMP0289,52,Male,Married,Finance,Financial Analyst,Graduate,12,0,135032,18,3,2,4,No,Rarely,6,27,3,51,No
EMP0290,35,Female,Married,Finance,Financial Analyst,Post-Graduate,2,1,75226,6,4,4,3,No,Rarely,6,54,3,43,No
EMP0291,51,Female,Single,Sales,Sales Lead,Post-Graduate,10,6,117100,17,3,2,2,No,Rarely,3,20,2,46,No
EMP0292,34,Female,Married,Sales,Business Development Manager,Graduate,9,4,110954,3,1,3,3,Yes,Frequently,1,54,2,21,No
EMP0293,49,Female,Divorced,Technology,Tech Lead,Graduate,3,3,112494,17,2,4,2,No,No Travel,5,39,4,8,No
EMP0294,22,Female,Married,Operations,Process Associate,Graduate,1,1,58304,13,4,4,3,No,No Travel,4,14,3,28,No
EMP0295,22,Female,Single,Technology,Data Analyst,Graduate,7,2,144965,3,1,4,2,Yes,Rarely,5,25,2,19,Yes
EMP0296,31,Female,Single,Sales,Sales Executive,Graduate,4,4,89329,25,2,4,3,No,Frequently,0,14,4,35,No
EMP0297,23,Female,Married,Technology,QA Engineer,Graduate,15,1,180179,20,2,3,4,Yes,Frequently,1,38,2,78,No
EMP0298,34,Male,Married,Technology,Tech Lead,Graduate,15,0,184831,4,2,2,3,No,Frequently,3,17,2,34,No
EMP0299,57,Male,Married,Operations,Operations Analyst,Post-Graduate,1,1,55524,14,2,2,4,No,No Travel,5,50,2,62,No
EMP0300,24,Female,Married,Technology,Tech Lead,Graduate,10,3,162285,4,3,1,3,Yes,No Travel,3,44,4,24,No
EMP0301,39,Male,Married,Technology,QA Engineer,Graduate,7,1,151507,16,4,3,2,No,Rarely,4,57,3,62,Yes
EMP0302,48,Female,Married,Finance,Senior Accountant,Post-Graduate,14,0,134419,3,4,3,1,Yes,Rarely,3,42,3,43,No
EMP0303,24,Male,Married,Technology,QA Engineer,Graduate,9,0,164904,5,4,3,2,No,Rarely,1,51,3,30,No
EMP0304,48,Male,Single,Sales,Sales Executive,Post-Graduate,15,4,115526,10,1,2,4,No,Rarely,1,8,3,53,Yes
EMP0305,51,Female,Married,Technology,DevOps Engineer,Doctorate,8,2,154646,17,1,1,3,No,Rarely,1,46,2,53,Yes
EMP0306,29,Female,Single,HR,HR Manager,Graduate,4,4,64508,13,2,4,3,Yes,Rarely,6,10,4,30,Yes
EMP0307,23,Female,Single,Technology,Tech Lead,Graduate,2,2,105674,6,4,3,1,Yes,Frequently,5,38,4,51,No
EMP0308,28,Male,Single,Technology,Data Analyst,Graduate,7,1,148937,20,3,1,2,Yes,No Travel,2,3,3,76,Yes
EMP0309,26,Female,Single,Finance,Finance Manager,Post-Graduate,11,4,118248,20,4,4,3,Yes,Frequently,1,4,3,7,No
EMP0310,55,Male,Married,Technology,DevOps Engineer,Graduate,14,0,183419,5,2,3,3,No,Rarely,2,60,3,60,No
EMP0311,36,Male,Married,HR,HR Manager,Graduate,2,2,64491,19,3,3,2,Yes,Rarely,2,34,3,42,Yes
EMP0312,32,Male,Married,Operations,Process Associate,Graduate,13,0,84125,5,1,4,4,Yes,Rarely,2,33,3,40,No
EMP0313,38,Male,Married,Technology,Tech Lead,Post-Graduate,7,1,153947,3,2,3,3,No,Rarely,1,7,2,75,No
EMP0314,22,Male,Divorced,Sales,Account Manager,Post-Graduate,12,5,114767,19,1,3,3,No,No Travel,3,43,3,13,No
EMP0315,44,Male,Married,Operations,Operations Manager,Doctorate,10,1,89412,5,1,2,4,No,Rarely,7,1,3,39,No
EMP0316,23,Female,Married,HR,HR Executive,Graduate,11,1,94561,14,2,4,3,No,Frequently,6,36,4,35,No
EMP0317,44,Female,Divorced,Technology,Data Analyst,Post-Graduate,14,6,183497,16,1,4,2,Yes,Frequently,4,32,3,34,No
EMP0318,30,Female,Single,Finance,Finance Manager,Graduate,13,2,124143,7,3,2,3,Yes,Frequently,5,55,2,56,No
EMP0319,45,Male,Divorced,Technology,Tech Lead,Post-Graduate,2,0,112949,14,3,3,3,No,Rarely,3,31,3,31,No
EMP0320,56,Female,Single,Technology,Data Analyst,Graduate,14,4,172998,13,1,1,4,Yes,Rarely,1,11,3,11,No
EMP0321,57,Female,Married,Operations,Team Lead,Post-Graduate,3,3,60341,20,4,2,2,No,No Travel,1,19,4,26,No
EMP0322,32,Male,Married,Finance,Accounts Executive,Doctorate,15,3,132022,10,3,2,2,Yes,Rarely,6,55,4,17,No
EMP0323,51,Female,Single,HR,HR Manager,Post-Graduate,11,1,104255,13,3,2,3,No,Rarely,5,56,3,30,No
EMP0324,29,Male,Married,Technology,Tech Lead,Post-Graduate,8,1,154432,13,1,2,2,Yes,No Travel,2,5,3,74,Yes
EMP0325,50,Male,Married,Operations,Operations Manager,Graduate,7,0,79332,4,3,2,2,No,Rarely,5,24,3,77,No
EMP0326,43,Male,Married,Technology,Software Engineer,Post-Graduate,14,5,174245,23,3,2,1,No,No Travel,4,35,3,5,No
EMP0327,40,Female,Single,Sales,Sales Lead,Graduate,5,5,91181,20,4,2,1,No,Rarely,2,15,3,25,No
EMP0328,56,Male,Married,Finance,Senior Accountant,Doctorate,13,1,134588,22,4,2,4,Yes,Rarely,1,43,3,58,No
EMP0329,57,Male,Married,Sales,Sales Lead,Graduate,8,4,108258,8,3,4,3,No,No Travel,6,18,4,40,No
EMP0330,49,Female,Married,Sales,Account Manager,Graduate,11,6,114246,15,2,1,2,Yes,No Travel,4,36,4,7,No
EMP0331,58,Male,Single,Technology,Data Analyst,Doctorate,6,3,147345,13,4,4,2,No,No Travel,7,1,2,51,No
EMP0332,41,Female,Single,Operations,Operations Analyst,Graduate,15,6,85647,8,1,3,3,No,Rarely,3,31,4,75,Yes
EMP0333,46,Female,Married,Sales,Account Manager,Graduate,5,5,92242,10,1,4,2,No,No Travel,3,7,4,74,No
EMP0334,22,Female,Married,Sales,Business Development Manager,Post-Graduate,5,5,92696,12,3,2,3,No,Frequently,4,24,3,22,Yes
EMP0335,25,Female,Single,Finance,Accounts Executive,Post-Graduate,13,4,135854,20,2,4,3,Yes,Rarely,0,34,2,18,No
EMP0336,37,Female,Married,Sales,Account Manager,Post-Graduate,7,1,92752,3,4,4,2,No,Rarely,5,45,4,4,No
EMP0337,41,Female,Married,Sales,Business Development Manager,Graduate,15,3,121839,9,3,4,3,No,Rarely,4,27,3,77,No
EMP0338,30,Male,Single,Finance,Financial Analyst,Graduate,2,0,85296,11,2,3,4,Yes,No Travel,1,19,3,78,No
EMP0339,43,Male,Single,Technology,DevOps Engineer,Post-Graduate,3,2,113187,13,2,4,2,No,Frequently,1,40,2,66,Yes
EMP0340,22,Male,Single,Sales,Account Manager,Graduate,15,1,115066,10,2,3,2,Yes,Rarely,7,36,3,7,No
EMP0341,38,Female,Single,Sales,Business Development Manager,Post-Graduate,7,5,104037,22,1,2,3,Yes,Rarely,5,1,3,56,Yes
EMP0342,36,Male,Married,Sales,Sales Executive,Post-Graduate,4,3,77523,7,2,3,3,No,No Travel,6,26,3,3,No
EMP0343,54,Female,Married,Sales,Sales Executive,Doctorate,7,6,101994,15,1,4,2,Yes,Rarely,4,20,3,11,No
EMP0344,32,Female,Single,Operations,Operations Analyst,Graduate,4,4,71524,5,3,3,4,Yes,Frequently,3,21,4,70,Yes
EMP0345,49,Female,Single,Technology,QA Engineer,Graduate,13,5,180206,22,2,4,1,No,Frequently,1,49,3,31,No
EMP0346,55,Male,Single,Finance,Finance Manager,Graduate,15,4,126763,24,2,3,1,Yes,Frequently,6,23,4,78,No
EMP0347,48,Female,Single,Finance,Financial Analyst,Graduate,6,2,97453,11,4,4,4,No,Rarely,4,17,3,26,No
EMP0348,42,Female,Married,Finance,Finance Manager,Post-Graduate,0,0,66725,25,4,4,1,Yes,Rarely,7,40,4,13,No
EMP0349,23,Male,Married,Technology,DevOps Engineer,Post-Graduate,9,1,162059,10,3,3,2,Yes,Rarely,1,45,4,27,No
EMP0350,37,Female,Single,HR,HR Business Partner,Graduate,15,4,106109,5,2,4,4,No,Rarely,4,8,4,36,No
EMP0351,49,Female,Single,HR,HR Executive,Graduate,2,1,67446,19,2,3,1,No,No Travel,6,50,2,4,No
EMP0352,57,Male,Divorced,HR,HR Executive,Post-Graduate,15,4,100980,13,1,1,3,Yes,Rarely,4,28,4,23,Yes
EMP0353,41,Male,Single,Technology,DevOps Engineer,Graduate,0,0,100254,11,2,2,2,No,Frequently,2,44,3,71,No
EMP0354,41,Male,Single,Sales,Sales Lead,Graduate,11,1,107909,16,4,3,1,No,No Travel,0,48,3,47,No
EMP0355,38,Male,Married,Technology,QA Engineer,Post-Graduate,12,1,173490,16,3,2,2,Yes,Frequently,2,59,3,35,No
EMP0356,58,Male,Married,Finance,Finance Manager,Post-Graduate,3,3,84672,21,1,4,2,No,Rarely,7,49,4,15,No
EMP0357,44,Female,Married,Finance,Finance Manager,Post-Graduate,4,4,90297,6,3,2,3,No,Frequently,0,37,2,63,Yes
EMP0358,48,Male,Single,HR,HR Manager,Doctorate,5,1,82327,6,3,4,3,No,Frequently,4,18,3,12,Yes
EMP0359,38,Female,Divorced,Technology,DevOps Engineer,Graduate,2,0,118648,19,2,3,3,Yes,Frequently,5,15,4,79,No
EMP0360,36,Male,Single,HR,HR Executive,Graduate,2,2,64917,8,3,3,3,No,No Travel,4,39,3,62,No
EMP0361,51,Female,Married,Finance,Financial Analyst,Doctorate,11,6,117936,24,2,4,2,Yes,Frequently,6,39,3,75,No
EMP0362,28,Male,Married,Technology,Data Analyst,Graduate,12,1,172296,13,4,4,4,No,Rarely,6,33,3,6,No
EMP0363,53,Male,Single,Technology,Tech Lead,Graduate,3,0,122894,25,2,3,1,Yes,Rarely,2,11,3,29,No
EMP0364,29,Male,Single,Finance,Senior Accountant,Doctorate,8,5,103487,10,4,4,3,Yes,Rarely,5,13,4,1,No
EMP0365,47,Male,Single,Technology,QA Engineer,Post-Graduate,14,5,181187,5,3,3,4,No,Frequently,1,53,2,70,No
EMP0366,38,Female,Married,Operations,Team Lead,Post-Graduate,4,3,63550,7,2,3,1,No,Rarely,0,36,3,25,No
EMP0367,27,Female,Married,HR,HR Manager,Post-Graduate,14,6,103240,11,3,3,4,Yes,No Travel,2,39,4,14,No
EMP0368,43,Male,Single,Sales,Sales Executive,Graduate,0,0,66037,18,4,3,1,No,Rarely,4,4,2,20,No
EMP0369,58,Female,Married,Operations,Operations Analyst,Graduate,14,4,92153,21,3,4,2,No,Rarely,3,39,2,27,Yes
EMP0370,48,Male,Single,HR,HR Manager,Post-Graduate,7,0,78516,10,3,3,1,Yes,Rarely,0,34,3,50,Yes
EMP0371,54,Male,Single,Technology,Software Engineer,Graduate,14,3,187361,21,1,3,4,Yes,No Travel,5,8,2,36,No
EMP0372,30,Female,Married,Sales,Sales Lead,Post-Graduate,8,6,106693,25,2,2,3,No,No Travel,5,57,3,16,Yes
EMP0373,48,Female,Married,Sales,Business Development Manager,Doctorate,13,6,115292,22,4,4,4,No,Frequently,1,53,3,42,No
EMP0374,43,Female,Married,Technology,Tech Lead,Post-Graduate,6,2,142796,5,2,4,4,No,Frequently,5,45,3,25,No
EMP0375,34,Female,Single,Technology,Data Analyst,Graduate,2,2,110993,3,3,2,2,No,Rarely,6,1,3,55,No
EMP0376,25,Male,Divorced,Finance,Financial Analyst,Graduate,15,3,125339,19,3,2,4,No,No Travel,4,53,4,9,No
EMP0377,36,Female,Married,Operations,Process Associate,Post-Graduate,3,1,62551,3,4,2,3,Yes,Rarely,2,43,3,50,No
EMP0378,42,Male,Married,Sales,Account Manager,Post-Graduate,4,4,82357,21,3,3,3,No,No Travel,7,5,3,24,No
EMP0379,33,Male,Married,Sales,Business Development Manager,Doctorate,4,4,80438,18,1,3,3,Yes,Frequently,5,56,3,8,Yes
EMP0380,44,Male,Divorced,Finance,Finance Manager,Graduate,12,2,130970,17,3,4,3,No,Frequently,1,18,2,75,No
EMP0381,26,Male,Single,Technology,DevOps Engineer,Post-Graduate,14,0,186534,23,2,1,2,Yes,Rarely,1,36,3,45,Yes
EMP0382,45,Female,Married,HR,HR Executive,Graduate,9,6,84353,18,3,3,3,Yes,Rarely,4,60,3,12,No
EMP0383,33,Male,Single,Sales,Business Development Manager,Post-Graduate,9,5,111641,7,3,4,2,No,Rarely,6,8,3,46,No
EMP0384,43,Female,Single,Technology,Data Analyst,Graduate,4,1,128387,20,3,2,3,No,Frequently,6,49,4,69,No
EMP0385,51,Male,Single,Sales,Business Development Manager,Post-Graduate,13,5,115498,15,3,2,1,No,Frequently,2,36,3,52,Yes
EMP0386,38,Female,Single,Operations,Process Associate,Graduate,2,2,50075,13,2,2,2,No,Rarely,0,11,3,48,No
EMP0387,38,Female,Married,Technology,Data Analyst,Doctorate,10,5,169467,22,2,2,4,Yes,Rarely,6,31,4,66,No
EMP0388,27,Male,Single,HR,HR Executive,Graduate,7,1,86268,16,3,3,2,No,No Travel,3,33,3,9,Yes
EMP0389,53,Male,Single,Sales,Business Development Manager,Graduate,5,3,85285,13,4,2,4,Yes,No Travel,3,57,3,35,No
EMP0390,31,Male,Single,Technology,Data Analyst,Graduate,7,3,142374,19,3,1,3,No,No Travel,4,31,3,40,No
EMP0391,45,Female,Married,Finance,Finance Manager,Post-Graduate,10,3,112935,11,3,4,2,No,Rarely,7,43,3,44,No
EMP0392,27,Female,Single,Operations,Operations Manager,Graduate,1,1,59951,15,4,2,2,Yes,Rarely,1,45,3,74,No
EMP0393,58,Female,Married,Technology,Data Analyst,Graduate,6,4,139583,8,2,1,2,Yes,Rarely,1,57,2,76,No
EMP0394,37,Female,Married,Sales,Account Manager,Post-Graduate,12,4,115510,15,1,3,3,No,Frequently,6,10,3,18,No
EMP0395,27,Male,Single,Sales,Sales Lead,Post-Graduate,9,0,102734,14,3,4,2,No,No Travel,1,33,3,2,No
EMP0396,28,Male,Married,Technology,Data Analyst,Graduate,0,0,100079,10,4,4,3,Yes,Rarely,3,48,4,28,No
EMP0397,31,Male,Married,Sales,Account Manager,Post-Graduate,15,4,114262,15,2,3,2,No,Rarely,3,41,4,44,No
EMP0398,28,Male,Single,Technology,Software Engineer,Graduate,14,2,174854,19,1,2,3,No,Rarely,6,14,2,4,No
EMP0399,50,Female,Married,Operations,Process Associate,Doctorate,8,1,79365,9,3,1,3,Yes,Rarely,6,38,4,71,No
EMP0400,23,Male,Married,Sales,Business Development Manager,Post-Graduate,14,0,122597,10,4,3,2,No,Rarely,3,49,3,51,No
EMP0401,29,Male,Single,Sales,Sales Lead,Graduate,13,6,119858,22,2,2,2,Yes,Rarely,4,40,1,48,No
EMP0402,23,Female,Single,Technology,Data Analyst,Post-Graduate,4,2,123297,18,3,3,2,No,Rarely,5,12,1,19,Yes
EMP0403,24,Male,Married,Technology,Tech Lead,Post-Graduate,5,5,136405,5,1,3,3,Yes,Rarely,7,14,4,37,Yes
EMP0404,37,Female,Married,Technology,DevOps Engineer,Graduate,12,2,172684,3,3,2,3,Yes,Frequently,1,1,2,34,No
EMP0405,53,Female,Divorced,Operations,Process Associate,Post-Graduate,14,4,92588,6,2,4,3,Yes,Frequently,5,26,3,68,No
EMP0406,57,Male,Divorced,Operations,Operations Analyst,Post-Graduate,9,2,80282,13,1,2,3,No,Rarely,4,35,3,40,No
EMP0407,35,Male,Married,HR,Talent Acquisition Specialist,Doctorate,4,3,63830,5,2,1,3,No,Rarely,5,49,2,20,Yes
EMP0408,44,Female,Married,Finance,Accounts Executive,Graduate,5,3,100241,17,1,3,3,No,No Travel,5,38,4,39,No
EMP0409,50,Female,Single,Sales,Account Manager,Graduate,15,4,118616,22,2,3,2,No,Frequently,4,9,4,41,No
EMP0410,22,Male,Married,HR,Talent Acquisition Specialist,Post-Graduate,4,0,77723,3,1,3,2,Yes,Frequently,0,18,3,58,No
EMP0411,34,Male,Single,HR,HR Manager,Post-Graduate,14,0,104053,15,4,3,4,Yes,Rarely,0,57,2,12,No
EMP0412,42,Male,Married,HR,HR Business Partner,Post-Graduate,12,6,99434,24,1,4,3,No,Frequently,1,40,3,41,Yes
EMP0413,27,Male,Married,HR,HR Executive,Doctorate,10,5,100299,19,1,3,2,No,Rarely,2,31,4,13,No
EMP0414,46,Female,Single,Operations,Team Lead,Graduate,2,2,50050,11,1,4,2,Yes,Rarely,2,19,2,41,Yes
EMP0415,33,Female,Married,Operations,Operations Analyst,Post-Graduate,2,1,54743,17,3,1,2,Yes,Rarely,4,3,4,3,No
EMP0416,22,Female,Married,Sales,Account Manager,Post-Graduate,13,1,112165,4,2,3,2,Yes,Rarely,5,51,3,51,Yes
EMP0417,57,Male,Single,Operations,Operations Analyst,Graduate,10,4,90232,7,4,2,2,Yes,Frequently,2,10,4,35,Yes
EMP0418,53,Female,Married,Finance,Accounts Executive,Doctorate,15,2,125180,12,2,4,4,No,No Travel,5,54,2,29,No
EMP0419,55,Female,Married,HR,Talent Acquisition Specialist,Post-Graduate,4,4,65158,11,4,3,2,Yes,Rarely,6,40,4,16,No
EMP0420,24,Female,Married,Operations,Team Lead,Doctorate,13,3,92039,22,4,3,3,Yes,No Travel,3,18,3,26,No
EMP0421,41,Female,Married,Finance,Accounts Executive,Graduate,4,4,86700,24,4,2,3,No,Frequently,4,21,2,17,No
EMP0422,43,Female,Single,Technology,Software Engineer,Graduate,7,6,144557,23,1,4,4,No,Rarely,0,47,4,65,No
EMP0423,46,Male,Married,Sales,Sales Executive,Post-Graduate,5,5,95644,21,3,1,3,No,No Travel,5,60,4,36,No
EMP0424,50,Male,Single,Sales,Business Development Manager,Graduate,14,3,125665,22,2,4,2,Yes,Rarely,1,34,3,14,No
EMP0425,30,Female,Married,Finance,Senior Accountant,Graduate,13,2,126389,19,1,3,1,No,Rarely,4,23,2,74,No
